               #Throat_ID        Throat_Radius(mic)        Throat_Length(mic)                 Pore_ID_1                 Pore_ID_2      Hydrolic_Cond(mic^3)   Throat_Radius_Insc(mic) 
                     1112                  15.43585                  47.09085                       559                       597                 429.34120                  15.81139 
                     1113                   5.52674                  78.83106                       597                       580                   0.75444                   5.00000 
                     1114                   3.60992                  44.31987                       590                       598                   0.57251                   5.00000 
                     1115                   6.33287                  55.46266                       599                       542                   1.40795                   5.00000 
                     1116                   3.80301                  94.66476                       547                       599                   0.29748                   5.00000 
                     1117                  25.68706                  50.84311                       551                       599                 848.52437                  12.24745 
                     1118                  19.72296                  62.85209                       599                       568                 143.57091                   8.66025 
                     1119                  10.96869                  72.75541                       540                       601                  37.45322                  11.18034 
                     1120                  18.66630                  62.72167                       511                       603                 226.80025                  11.18034 
                     1121                  20.66182                  45.84017                       574                       603                 294.94926                  11.18034 
                     1122                  11.23556                  92.83078                       526                       604                  25.28535                   8.66025 
                     1123                  10.08910                  69.84771                       567                       604                  66.16353                  11.18034 
                     1124                  21.29560                  50.83465                       515                       605                 346.83556                  14.14214 
                     1125                   4.83371                  74.12800                       548                       605                   4.06721                   7.07107 
                     1126                  12.25309                  95.42595                       562                       605                  43.04360                   8.66025 
                     1127                   2.71801                  56.20105                       606                       547                   0.25594                   5.00000 
                     1128                   3.97963                  56.78388                       576                       607                   5.34401                   7.07107 
                     1129                  18.45904                  85.67169                       511                       610                 222.15553                  14.14214 
                     1130                   3.91468                  81.71695                       539                       610                   0.36515                   5.00000 
                     1131                  14.65133                  65.70159                       610                       554                 184.40167                  11.18034 
                     1132                  10.16776                  61.65827                       610                       593                  33.48141                   8.66025 
                     1133                  13.76859                  83.02699                       611                       524                  26.07673                   7.07107 
                     1134                   9.24168                  57.91213                       557                       611                  11.30608                   7.07107 
                     1135                   4.59127                  88.18131                       611                       565                   0.46545                   5.00000 
                     1136                   6.47091                  71.83916                       545                       612                   7.52121                   7.07107 
                     1137                   5.61378                  66.75648                       612                       558                   9.04535                   7.07107 
                     1138                   4.88220                  34.35798                       613                       575                   1.35080                   5.00000 
                     1139                   9.25372                  72.60742                       613                       580                  12.68690                   7.07107 
                     1140                   5.51061                  71.07650                       590                       613                   4.25962                   7.07107 
                     1141                   4.84293                  55.52866                       613                       598                   0.82240                   5.00000 
                     1142                   9.79302                  58.88139                       615                       610                  46.38463                  11.18034 
                     1143                   7.93076                  72.85185                       616                       528                  12.44901                   7.07107 
                     1144                  13.12502                  70.05887                       559                       616                  81.78025                  11.18034 
                     1145                   1.92047                  39.95221                       616                       575                   0.17975                   5.00000 
                     1146                  10.43104                  64.75977                       616                       580                  35.84018                   8.66025 
                     1147                   3.88180                  54.19707                       583                       616                   0.54135                   5.00000 
                     1148                  17.74002                  65.78092                       616                       613                 180.97774                  11.18034 
                     1149                   4.71884                  97.63847                       617                       529                   2.94285                   7.07107 
                     1150                   4.33828                  65.08592                       563                       617                   3.73135                   7.07107 
                     1151                  12.54414                  58.01551                       585                       617                  95.31558                  11.18034 
                     1152                   3.59597                  87.03122                       617                       591                   0.28930                   5.00000 
                     1153                  25.93973                  55.42111                       618                       547                 289.55446                  12.24745 
                     1154                   7.45579                  78.55562                       538                       620                   4.52086                   7.07107 
                     1155                   4.87695                  66.20342                       564                       620                   0.69952                   5.00000 
                     1156                  17.03258                  53.05893                       620                       571                 459.96090                  15.81139 
                     1157                   4.35876                  38.82898                       620                       592                   4.87829                   7.07107 
                     1158                  11.23013                  77.64862                       550                       621                  34.44875                  10.00000 
                     1159                   5.35011                  47.01028                       621                       573                  11.66647                   7.07107 
                     1160                   2.61787                  48.76993                       579                       621                   0.27361                   5.00000 
                     1161                   1.22274                  54.69968                       621                       596                   0.05322                   5.00000 
                     1162                  21.05760                  58.03184                       541                       623                 367.32723                  12.24745 
                     1163                  11.86374                  55.87672                       560                       625                   8.91470                   7.07107 
                     1164                  10.55121                  52.27255                       625                       583                  12.95048                   7.07107 
                     1165                   2.18278                  59.62924                       626                       561                   0.15558                   5.00000 
                     1166                  14.62583                  48.16523                       626                       569                 109.19453                  10.00000 
                     1167                   7.15210                  23.60146                       626                       591                   4.22001                   5.00000 
                     1168                   3.88720                  58.88366                       627                       552                   4.91685                   7.07107 
                     1169                  16.62803                  85.25273                       627                       576                 106.25720                  11.18034 
                     1170                  12.20607                  51.93383                       586                       627                  57.98538                   8.66025 
                     1171                   3.89116                  53.56769                       627                       619                   0.55035                   5.00000 
                     1172                  10.12459                  50.75412                       587                       628                   8.66717                   7.07107 
                     1173                  13.69311                  45.50506                       565                       629                  69.65582                  10.00000 
                     1174                  12.76995                  63.14938                       629                       587                  77.21276                  11.18034 
                     1175                   9.32654                  66.29028                       630                       533                  10.05938                   7.07107 
                     1176                  15.83480                  75.78781                       630                       541                 200.60043                  15.81139 
                     1177                  14.07897                  54.26401                       630                       574                 114.07865                  11.18034 
                     1178                  13.15456                  76.85180                       580                       630                 176.40127                  15.00000 
                     1179                   5.27854                  66.20169                       598                       630                   4.19620                   7.07107 
                     1180                  13.76272                  74.32178                       613                       630                  77.20801                  10.00000 
                     1181                  10.30912                  66.04481                       553                       631                  21.18167                   8.66025 
                     1182                  17.61008                  59.22998                       631                       572                 303.36003                  14.14214 
                     1183                  13.63692                  44.38150                       609                       631                 189.88893                  11.18034 
                     1184                   3.78162                  66.85535                       633                       581                   0.41649                   5.00000 
                     1185                   5.36143                  85.06202                       590                       633                   0.65798                   5.00000 
                     1186                  20.40770                  96.10105                       633                       611                 143.64364                  12.24745 
                     1187                   9.23755                  64.81876                       612                       633                  10.09236                   7.07107 
                     1188                   7.44432                  86.91315                       633                       630                   7.14872                   7.07107 
                     1189                  10.55131                  49.34773                       554                       634                  93.61625                  10.00000 
                     1190                   8.23306                  31.34675                       634                       602                   4.21033                   5.00000 
                     1191                  14.56067                  52.41607                       610                       634                  95.86279                  11.18034 
                     1192                   8.43124                  86.74826                       550                       635                  35.40517                  11.18034 
                     1193                   9.25408                  55.04888                       579                       635                  11.92608                   7.07107 
                     1194                   7.00221                  98.85695                       635                       603                   3.16865                   7.07107 
                     1195                  23.10767                  47.36548                       635                       621                 477.41433                  12.24745 
                     1196                  10.83058                  55.41330                       623                       635                  38.81171                  10.00000 
                     1197                   6.76641                  55.29577                       636                       556                   1.61217                   5.00000 
                     1198                   9.20272                  50.72807                       636                       623                  23.37754                   7.07107 
                     1199                   3.72754                  66.59736                       637                       555                   0.40623                   5.00000 
                     1200                   3.93868                  65.09995                       574                       637                   0.46399                   5.00000 
                     1201                   2.72564                  87.71688                       637                       610                   0.16491                   5.00000 
                     1202                   3.56762                  58.60064                       637                       622                   0.42290                   5.00000 
                     1203                   8.87974                  63.70216                       630                       637                   2.41008                   5.00000 
                     1204                  20.40255                  69.00613                       633                       637                 305.50797                  12.24745 
                     1205                  18.70030                  62.20499                       551                       638                 401.26944                  14.14214 
                     1206                  16.18747                  62.13642                       599                       638                 272.76624                  14.14214 
                     1207                   9.66436                  65.04829                       638                       612                  14.31553                   7.07107 
                     1208                  12.24813                  65.43986                       562                       639                  46.22191                  11.18034 
                     1209                   9.08863                  52.86765                       639                       600                  17.51743                   7.07107 
                     1210                  22.35793                  49.83606                       550                       641                 752.38075                  16.58312 
                     1211                   4.84584                  69.14573                       641                       621                   0.66124                   5.00000 
                     1212                   2.75819                  65.22322                       641                       635                   0.22711                   5.00000 
                     1213                  16.91828                  68.21305                       589                       642                 106.88647                   8.66025 
                     1214                  13.70756                  66.53282                       642                       604                  46.43187                   8.66025 
                     1215                  11.22940                  74.80389                       643                       568                   6.47891                   7.07107 
                     1216                  17.30169                  50.27642                       599                       643                 215.09844                  11.18034 
                     1217                  10.90115                  70.26591                       638                       643                  51.33257                   8.66025 
                     1218                   7.86491                  73.42128                       643                       642                  27.36849                   8.66025 
                     1219                  12.82142                  47.02920                       608                       644                 155.54207                  12.24745 
                     1220                   2.77339                  66.23785                       644                       639                   0.22610                   5.00000 
                     1221                  14.40657                  71.80022                       593                       645                  32.60791                   8.66025 
                     1222                  13.15235                  74.45932                       595                       645                  74.55397                  10.00000 
                     1223                   3.68004                  76.27161                       553                       646                   0.34572                   5.00000 
                     1224                  11.89519                  70.47207                       587                       646                  34.46227                   8.66025 
                     1225                   6.63376                  44.51512                       602                       646                   1.92485                   5.00000 
                     1226                  16.68756                  56.50135                       646                       631                 112.92928                  10.00000 
                     1227                  13.09567                  51.03300                       634                       646                 114.22093                  11.18034 
                     1228                   4.72200                  85.31092                       645                       646                   3.37260                   7.07107 
                     1229                  13.50990                  90.41574                       647                       538                  50.08306                  10.00000 
                     1230                   7.28379                  78.26225                       604                       647                  17.99475                   8.66025 
                     1231                  13.76506                  79.36821                       647                       620                 101.52102                  11.18034 
                     1232                  11.69564                  62.98289                       648                       550                 185.37798                  15.00000 
                     1233                   9.75354                  59.34873                       623                       648                  40.88810                   8.66025 
                     1234                  11.24491                  65.19860                       648                       635                  18.36909                   8.66025 
                     1235                  15.57265                  34.46444                       636                       648                 326.10054                  11.18034 
                     1236                  15.39813                  44.35440                       648                       641                 419.42085                  14.14214 
                     1237                  18.27033                  60.15480                       649                       541                1112.28369                  18.02776 
                     1238                  12.58988                  59.34007                       580                       649                 240.93643                  14.14214 
                     1239                   8.33269                  42.75981                       649                       623                  27.63283                   7.07107 
                     1240                  20.83985                  66.09575                       630                       649                 741.51864                  15.00000 
                     1241                   2.80673                  51.47117                       651                       612                   0.29801                   5.00000 
                     1242                   2.77532                  50.91068                       651                       638                   0.29458                   5.00000 
                     1243                  13.99634                  71.80332                       621                       653                  79.18847                  11.18034 
                     1244                   3.83234                  58.65404                       654                       633                   0.48755                   5.00000 
                     1245                  11.90274                 102.83735                       576                       655                  22.76848                   8.66025 
                     1246                  15.44731                  76.87800                       655                       590                  36.36107                   7.07107 
                     1247                  32.51920                  53.43989                       605                       655                1162.85596                  14.14214 
                     1248                   6.84080                  54.94991                       655                       614                   1.65818                   5.00000 
                     1249                   8.87572                 102.74697                       547                       656                   8.24787                   7.07107 
                     1250                  12.27459                  59.91237                       656                       599                  30.86975                   7.07107 
                     1251                   1.45773                  49.24378                       606                       656                   1.77112                   7.07107 
                     1252                  13.68841                  73.16659                       656                       638                 118.54235                  12.24745 
                     1253                  14.64853                  64.34811                       656                       643                 109.33230                  11.18034 
                     1254                   8.20456                 101.92277                       576                       657                   5.95789                   7.07107 
                     1255                   2.48911                  51.99569                       607                       657                   0.23201                   5.00000 
                     1256                  20.31321                  80.49414                       618                       657                 300.53207                  14.14214 
                     1257                   2.63509                  49.13530                       620                       658                   0.27516                   5.00000 
                     1258                  19.91695                  63.01795                       564                       659                 255.05171                  14.14214 
                     1259                   7.37583                  43.29681                       592                       659                  20.15394                   8.66025 
                     1260                  16.59250                  66.90775                       620                       659                  38.00674                   7.07107 
                     1261                   3.23746                  61.06414                       659                       658                   0.33420                   5.00000 
                     1262                  17.16751                  36.20091                       629                       661                 109.03745                  10.00000 
                     1263                  10.86677                  53.92770                       611                       662                  32.34000                   8.66025 
                     1264                  14.91554                  69.69048                       616                       663                  79.21021                  11.18034 
                     1265                   4.88243                  73.25598                       576                       664                   0.63360                   5.00000 
                     1266                   1.74634                  42.03866                       657                       664                   0.14125                   5.00000 
                     1267                   9.14098                  91.74706                       665                       576                  95.56976                  11.18034 
                     1268                  12.17960                  49.09267                       665                       584                  85.63576                  11.18034 
                     1269                   5.57767                  51.50496                       665                       652                   6.02219                   7.07107 
                     1270                   6.82933                  55.03224                       666                       578                  14.96552                   8.66025 
                     1271                   3.93419                  63.47196                       666                       584                   0.47480                   5.00000 
                     1272                  10.39967                  48.56039                       666                       665                  30.65917                   7.07107 
                     1273                  14.86917                  79.46365                       667                       564                 122.66146                  12.24745 
                     1274                   8.27341                  55.18562                       647                       667                   6.65907                   7.07107 
                     1275                  16.88576                  53.58309                       667                       659                 255.77703                  14.14214 
                     1276                  13.81194                  51.68439                       661                       667                  98.09630                  10.00000 
                     1277                   3.73454                  63.34708                       668                       623                   0.42868                   5.00000 
                     1278                  11.55692                  93.38616                       569                       669                  18.76044                   8.66025 
                     1279                  13.56454                  51.67593                       657                       670                  68.27614                  10.00000 
                     1280                   2.52811                  38.67437                       640                       672                   0.32178                   5.00000 
                     1281                  18.47291                  56.32924                       659                       673                  98.77399                   8.66025 
                     1282                   3.83193                  75.31551                       674                       658                   0.37961                   5.00000 
                     1283                   4.82588                  52.85130                       610                       675                   0.85799                   5.00000 
                     1284                   3.81119                  55.67474                       676                       596                   0.50798                   5.00000 
                     1285                   9.70437                  63.51938                       621                       676                   2.88678                   5.00000 
                     1286                   7.38722                  63.49839                       635                       676                   9.63525                   7.07107 
                     1287                   6.57539                  66.24447                       676                       653                   8.42193                   7.07107 
                     1288                   5.45959                  64.62572                       610                       677                   8.83734                   7.07107 
                     1289                   5.07466                  19.79103                       615                       677                   2.53356                   5.00000 
                     1290                  20.66830                  59.62169                       580                       679                 433.69329                  15.00000 
                     1291                   8.22228                  70.69840                       616                       679                  23.76408                   8.66025 
                     1292                  16.86174                  52.50818                       679                       649                 202.77423                  12.24745 
                     1293                  18.55022                  50.08517                       663                       679                 226.97434                  11.18034 
                     1294                   6.78690                  56.04094                       643                       680                   5.89000                   7.07107 
                     1295                  14.89921                  63.80181                       590                       681                  80.08640                  11.18034 
                     1296                   9.70693                  76.96566                       681                       633                  33.05968                   8.66025 
                     1297                   2.80396                  33.49507                       681                       654                   0.45703                   5.00000 
                     1298                   3.65708                  52.97704                       655                       682                   0.49155                   5.00000 
                     1299                   6.25331                  66.75554                       683                       616                   4.84559                   7.07107 
                     1300                  11.96131                  82.53097                       655                       683                  42.14871                   8.66025 
                     1301                   9.34352                  89.82427                       683                       663                  41.53898                  11.18034 
                     1302                   2.77238                  87.47476                       683                       679                   0.17108                   5.00000 
                     1303                   7.26464                  52.11489                       685                       659                   1.97175                   5.00000 
                     1304                  10.90409                  42.59093                       685                       673                  72.40466                   7.07107 
                     1305                   7.27898                  76.05850                       635                       686                   9.27950                  10.00000 
                     1306                  13.22962                  56.84693                       641                       686                 108.57591                  10.00000 
                     1307                  13.49160                  70.56851                       687                       610                  76.14360                  10.00000 
                     1308                   7.91572                  38.18611                       687                       622                   3.19493                   5.00000 
                     1309                  15.50771                  45.44554                       637                       687                 171.26598                  11.18034 
                     1310                  10.08743                  56.60566                       688                       661                  16.73858                   7.07107 
                     1311                   2.69143                  60.98510                       662                       688                   0.23127                   5.00000 
                     1312                   5.38561                  45.01142                       689                       648                   6.42457                   7.07107 
                     1313                   6.14045                  68.98995                       663                       689                   1.06414                   5.00000 
                     1314                   4.84269                  28.72877                       689                       668                   1.58943                   5.00000 
                     1315                   3.97748                  49.91497                       690                       642                   0.61712                   5.00000 
                     1316                   3.98166                  70.48362                       691                       688                   0.43795                   5.00000 
                     1317                   5.52840                  66.72816                       692                       589                   0.89182                   5.00000 
                     1318                  14.29030                  55.91768                       692                       642                  20.10410                   7.07107 
                     1319                  18.48880                  41.71364                       643                       692                 314.99815                  11.18034 
                     1320                   2.27779                  52.18497                       680                       692                   0.19358                   5.00000 
                     1321                  10.46957                  36.63340                       692                       690                  69.30848                   7.07107 
                     1322                   6.46472                  45.92261                       694                       600                  11.74334                   7.07107 
                     1323                   6.17157                  63.37522                       694                       605                   4.97148                   7.07107 
                     1324                   7.44325                  81.40731                       639                       694                   4.34784                   7.07107 
                     1325                  25.68482                  44.52981                       694                       655                1509.18693                  15.81139 
                     1326                  13.22372                  60.91038                       617                       696                  91.79289                  11.18034 
                     1327                  18.83616                  74.01415                       696                       656                  98.12168                  11.18034 
                     1328                  23.76133                  87.44425                       697                       576                 491.47389                  15.00000 
                     1329                   6.25818                  39.27047                       697                       607                   8.24981                   7.07107 
                     1330                   7.88494                  59.33528                       627                       697                  10.44675                   7.07107 
                     1331                  14.60179                  65.26445                       697                       657                  73.45830                  11.18034 
                     1332                   4.29121                  61.79721                       697                       684                   0.58020                   5.00000 
                     1333                  16.44015                  60.11584                       698                       618                 144.55932                  11.18034 
                     1334                   8.43087                  40.27993                       699                       631                  15.91874                   7.07107 
                     1335                  11.27082                  58.09189                       700                       595                  47.32208                   7.07107 
                     1336                   5.92850                  62.97246                       615                       700                   4.61693                   7.07107 
                     1337                  18.69440                  62.69632                       700                       645                 125.83324                  11.18034 
                     1338                   3.69119                  69.18228                       676                       700                   0.38346                   5.00000 
                     1339                   7.40718                  44.07380                       661                       701                   7.95311                   7.07107 
                     1340                  12.59450                  58.61184                       610                       702                  41.52612                   7.07107 
                     1341                   7.88250                  53.75608                       702                       634                  11.52387                   7.07107 
                     1342                  10.24217                  87.68161                       702                       645                  18.15014                   8.66025 
                     1343                   7.93045                  62.37988                       702                       646                  10.05192                   7.07107 
                     1344                   3.60313                  55.03539                       675                       702                   0.45931                   5.00000 
                     1345                  10.88896                  64.20169                       687                       702                 138.23322                  14.14214 
                     1346                   6.02647                  42.45902                       687                       703                  22.77123                  10.00000 
                     1347                   8.02450                  48.30169                       703                       702                  80.58501                  14.14214 
                     1348                  12.57096                  46.28258                       704                       635                  70.59102                   8.66025 
                     1349                   5.48504                  54.58822                       704                       676                   1.07312                   5.00000 
                     1350                   6.30432                  65.22979                       705                       647                  24.16873                  10.00000 
                     1351                   8.65236                  51.99203                       706                       612                   7.22279                   7.07107 
                     1352                   2.61618                  83.57865                       633                       706                   0.15945                   5.00000 
                     1353                   7.39313                  51.52592                       706                       691                   2.06546                   5.00000 
                     1354                   9.30684                  88.28071                       625                       707                  45.33823                  11.18034 
                     1355                  14.49785                  52.92720                       707                       663                 289.00515                  15.00000 
                     1356                   4.83261                  88.87899                       707                       683                   3.39065                   7.07107 
