                 #Pore_ID          Pore_Radius(mic)              Connectivity           Location_X(mic)           Location_Y(mic)           Location_Z(mic)              Inlet_Outlet     Pore_Radius_Insc(mic) 
                      345                   7.64958                         3                 337.33333                 415.66667                 268.00000                         0                   7.07107
                      346                  26.93731                         8                 334.45038                 355.35115                 245.28244                         0                  15.00000
                      347                  22.18711                         8                 438.38798                 471.93989                 237.29508                        -1                  15.00000
                      348                  27.18184                         6                 438.54383                 345.00743                 242.10253                         0                  15.81139
                      349                  10.33573                         3                 493.10811                 490.54054                 231.75676                        -1                  10.00000
                      350                  23.62733                         4                 163.03167                 302.17195                 247.29638                         0                  15.00000
                      351                   8.12889                         1                 205.83333                 448.88889                 238.88889                         0                   7.07107
                      352                  25.68758                         5                 422.97535                 117.34155                 247.24472                         0                  14.14214
                      353                   9.41875                         3                 479.82143                 158.75000                 237.50000                         0                   5.00000
                      354                   6.89824                         1                 484.09091                 239.54545                 248.18182                         0                   7.07107
                      355                  26.66030                         8                  32.68504                 369.18898                 256.77953                         0                  15.00000
                      356                   6.68252                         2                  64.00000                 399.00000                 246.50000                         0                   7.07107
                      357                  21.12692                         1                  85.55380                  18.86076                 249.24051                         1                  14.14214
                      358                  21.52068                         2                 187.27545                 223.54790                 236.27246                         0                  15.81139
                      359                  27.10082                         6                 236.73163                 203.03598                 242.58621                         0                  15.81139
                      360                   6.20350                         1                 286.87500                 496.87500                 263.12500                        -1                   7.07107
                      361                  22.52545                         5                 289.75196                 197.59791                 240.52219                         0                  17.32051
                      362                   5.63626                         2                  26.66667                 415.83333                 246.66667                         0                   5.00000
                      363                  22.24757                         4                  61.36856                 112.11382                 251.74797                         0                  14.14214
                      364                  26.10293                         9                 236.92953                  68.48154                 267.68456                         0                  17.32051
                      365                  21.69115                         5                 275.39474                 373.20175                 247.70468                         0                  12.24745
                      366                  25.61199                         8                 271.15453                 303.33037                 258.58792                         0                  14.14214
                      367                  23.62733                         4                 395.59955                 473.57466                 250.91629                        -1                  15.00000
                      368                  27.82613                         7                 426.30194                 184.60526                 262.89474                         0                  14.14214
                      369                  24.55280                         3                  49.20363                 171.21976                 266.29032                         0                  16.58312
                      370                   7.97548                         1                  99.41176                  83.82353                 260.58824                         0                   8.66025
                      371                  20.17056                         6                 118.05455                 278.89091                 262.61818                         0                  14.14214
                      372                   7.10124                         1                 232.91667                 270.41667                 266.25000                         0                   5.00000
                      373                  21.56355                         5                 262.81250                 448.39286                 257.70833                         0                  11.18034
                      374                  22.26765                         4                 341.81081                  25.75676                 265.54054                         1                  12.24745
                      375                   9.94898                         0                   7.12121                 150.30303                 254.24242                         0                   8.66025
                      376                  23.00526                         3                  21.59314                 231.88725                 254.43627                         0                  15.81139
                      377                  22.71981                         5                 218.07888                 114.03308                 253.52417                         0                  15.00000
                      378                  23.62733                         6                 311.83258                 110.11312                 255.15837                         0                  16.58312
                      379                  24.70042                         2                 474.21782                  26.00000                 255.56436                         1                  15.00000
                      380                  10.04847                         0                  36.02941                 490.29412                 258.23529                        -1                   7.07107
                      381                  25.00638                         6                 364.90458                 300.07634                 268.00573                         0                  15.00000
                      382                  18.10888                         4                  16.18090                  26.65829                 262.53769                         1                  14.14214
                      383                  29.66719                         5                  88.68000                 460.33714                 273.91429                        -1                  15.00000
                      384                  26.47711                         9                 210.13666                  25.24920                 286.32637                         1                  20.61553
                      385                  20.76415                         4                 297.18333                  16.10000                 266.30000                         1                  15.00000
                      386                  19.03171                         6                 311.51515                 311.42857                 285.02165                         0                  11.18034
                      387                   7.81593                         2                 389.68750                  15.93750                 285.93750                         0                   7.07107
                      388                  12.34205                         1                 390.31746                 194.36508                 319.60317                         0                  10.00000
                      389                   3.10175                         1                 440.00000                 350.00000                 330.00000                         0                   5.00000
                      390                   7.29326                         1                  16.92308                 194.23077                 328.46154                         0                   5.00000
                      391                  22.62304                         7                 135.99227                 330.19330                 282.83505                         0                  11.18034
                      392                  25.36703                         4                 396.55393                  70.32907                 274.41499                         0                  15.00000
                      393                   4.92373                         2                 440.00000                 275.00000                 307.50000                         0                   5.00000
                      394                  22.46648                         3                 456.69737                 248.39474                 267.13158                         0                  15.00000
                      395                  25.74774                         6                 484.08217                 467.54371                 280.34965                        -1                  14.14214
                      396                  33.33223                        14                 181.48268                 115.73731                 296.97019                         0                  15.00000
                      397                  15.17059                         6                 234.27350                  74.23077                 309.61538                         0                  14.14214
                      398                   8.94700                         3                 267.91667                 218.12500                 276.66667                         0                   8.66025
                      399                  19.16804                         3                 251.14407                 251.22881                 292.96610                         0                  11.18034
                      400                  28.29357                         5                 335.31621                 137.78656                 290.04611                         0                  15.00000
                      401                  22.71981                         5                 358.35878                 246.95929                 283.29517                         0                  12.24745
                      402                  15.34154                         1                 433.30579                  19.33884                 303.67769                         1                  15.81139
                      403                   4.92373                         2                 447.50000                  92.50000                 296.25000                         0                   5.00000
                      404                  26.42023                         5                 441.16505                 486.90939                 277.41100                        -1                  17.32051
                      405                  27.40881                         4                  45.55797                 248.97101                 301.02899                         0                  12.24745
                      406                  21.79634                         6                  84.35159                 301.49856                 285.23055                         0                  15.00000
                      407                  25.58162                         8                 136.96970                  58.54724                 298.13725                         0                  14.14214
                      408                  15.38369                         2                 114.09836                 220.57377                 271.51639                         0                  10.00000
                      409                  23.89163                         4                 151.19256                 487.94311                 289.66083                        -1                  16.58312
                      410                   6.89824                         2                 174.09091                 187.27273                 279.54545                         0                   5.00000
                      411                  21.52068                         6                 244.26647                 334.68563                 283.05389                         0                  11.18034
                      412                   4.92373                         3                 290.00000                 335.00000                 283.75000                         0                   5.00000
                      413                  25.18015                         6                 388.59813                 138.21495                 289.66355                         0                  14.14214
                      414                  23.26544                         4                  67.90284                 201.93128                 294.06398                         0                  14.14214
                      415                  17.21627                         3                 158.09942                 262.39766                 312.04678                         0                  10.00000
                      416                  27.51433                         8                 190.22923                 417.83668                 301.28940                         0                  15.00000
                      417                   4.92373                         1                 187.50000                 361.25000                 325.00000                         0                   5.00000
                      418                   4.92373                         1                 207.50000                 500.00000                 267.50000                        -1                   5.00000
                      419                  26.68826                         6                 282.98273                  72.25275                 294.98430                         0                  16.58312
                      420                  26.53375                         8                 270.87061                 170.98243                 294.56869                         0                  14.14214
                      421                   3.10175                         1                 380.00000                 315.00000                 295.00000                         0                   5.00000
                      422                  22.06521                         6                 407.80556                 388.76389                 296.72222                         0                  14.14214
                      423                  22.75828                         3                  30.60759                 104.81013                 295.03797                         0                  15.81139
                      424                  12.47130                         3                  18.23077                  22.07692                 290.61538                         1                   8.66025
                      425                   4.47350                         2                  20.00000                 450.00000                 280.00000                         0                   5.00000
                      426                  26.21920                         4                 186.50662                 330.48013                 298.83278                         0                  15.00000
                      427                  17.34948                         2                 339.65714                 492.37143                 294.05714                        -1                  14.14214
                      428                   3.10175                         1                 385.00000                 345.00000                 295.00000                         0                   5.00000
                      429                   3.10175                         0                 355.00000                 430.00000                 285.00000                         0                   5.00000
                      430                  21.62754                         4                 454.12979                 229.51327                 309.85251                         0                  14.14214
                      431                  23.11748                         4                 481.67874                 336.65459                 294.49275                         0                  14.14214
                      432                  26.07370                         5                  12.68519                 405.56397                 304.42761                         0                  21.79450
                      433                  10.60784                         4                   7.62500                 469.12500                 289.12500                        -1                   8.66025
                      434                   7.47566                         0                  98.92857                  85.71429                 311.78571                         0                   7.07107
                      435                  11.65107                         1                 124.33962                 123.58491                 309.90566                         0                  10.00000
                      436                  29.70106                         5                 140.52392                 182.36333                 315.94533                         0                  20.61553
                      437                   5.30392                         1                 250.00000                 134.00000                 317.00000                         0                   5.00000
                      438                  18.72469                         3                 295.29545                 486.06818                 306.72727                        -1                  11.18034
                      439                   7.81593                         1                 285.93750                 182.50000                 337.81250                         0                   7.07107
                      440                   7.10124                         2                 379.16667                   7.50000                 284.16667                         1                   7.07107
                      441                  26.13209                         5                 477.06522                  99.97492                 305.68562                         0                  15.81139
                      442                  10.69552                         1                 497.56098                 209.87805                 328.41463                         0                  10.00000
                      443                   4.47350                         2                 481.66667                 423.33333                 305.00000                         0                   5.00000
                      444                  13.95150                         1                 492.14286                 162.74725                 298.13187                         0                  10.00000
                      445                  14.00242                         1                  54.61957                 419.56522                 309.07609                         0                   7.07107
                      446                   5.93344                         1                 123.57143                 352.85714                 327.14286                         0                   5.00000
                      447                   3.90796                         0                 170.00000                   5.00000                 292.50000                         1                   5.00000
                      448                  28.61302                         7                 207.63694                 467.19745                 328.38217                        -1                  18.02776
                      449                  10.95027                         1                 276.59091                 448.40909                 305.11364                         0                   8.66025
                      450                  25.42871                         7                 248.52087                 413.91107                 313.10345                         0                  15.00000
                      451                  23.46586                         3                 308.29099                 209.31871                 313.46420                         0                  12.24745
                      452                   6.20350                         0                 358.12500                 111.25000                 321.87500                         0                   5.00000
                      453                   3.10175                         3                  30.00000                 360.00000                 310.00000                         0                   5.00000
                      454                  24.26902                         2                  27.87056                 315.74113                 313.07933                         0                  15.00000
                      455                  26.04440                         8                  84.90709                 147.62669                 315.73480                         0                  15.00000
                      456                  24.55280                         6                  97.76210                  25.17137                 315.34274                         1                  15.00000
                      457                   5.63626                         0                 374.16667                 225.83333                 326.66667                         0                   5.00000
                      458                  23.35697                         7                 351.81499                 331.47541                 312.29508                         0                  12.24745
                      459                  23.13608                         5                 385.56627                 456.12048                 312.19277                         0                  15.00000
                      460                  24.20128                         8                 421.54737                 325.70526                 309.62105                         0                  12.24745
                      461                   7.64958                         2                  62.66667                  44.00000                 302.00000                         0                   7.07107
                      462                  26.34879                         6                 103.76020                 295.86460                 325.48940                         0                  15.00000
                      463                  22.20730                         4                 234.18256                 196.23978                 321.47139                         0                  11.18034
                      464                  21.05985                         5                 284.87220                  13.72204                 304.50479                         1                  15.81139
                      465                  26.33445                         7                 346.78922                 415.37582                 340.08170                         0                  14.14214
                      466                   5.93344                         1                 417.85714                  90.71429                 321.42857                         0                   7.07107
                      467                  25.10147                         5                 384.56604                  16.10377                 334.33019                         1                  17.32051
                      468                  30.17822                        10                 427.76873                 419.66341                 330.16287                         0                  20.00000
                      469                  23.44778                        10                 451.11111                 379.03935                 326.51620                         0                  15.00000
                      470                  27.03293                         6                 461.51813                 463.28550                 333.15710                        -1                  15.00000
                      471                  15.34154                         1                 493.30579                 301.48760                 320.90909                         0                  12.24745
                      472                   5.63626                         1                  12.50000                 243.33333                 343.33333                         0                   5.00000
                      473                   3.10175                         0                 205.00000                 265.00000                 360.00000                         0                   5.00000
                      474                  29.06746                         9                 340.08505                  49.57473                 324.58688                         1                  14.14214
                      475                   9.74379                         4                 393.87097                 494.51613                 326.45161                        -1                   7.07107
                      476                  30.69364                         9                  47.06914                  32.28586                 335.63983                         1                  20.61553
                      477                  29.46235                         4                  81.74446                 368.71062                 332.15869                         0                  18.70829
                      478                   3.90796                         1                 165.00000                  67.50000                 345.00000                         0                   5.00000
                      479                  21.73335                         6                 394.21512                 293.06686                 324.82558                         0                  14.14214
                      480                   3.10175                         1                 500.00000                 480.00000                 350.00000                         0                   5.00000
                      481                   3.10175                         0                 230.00000                 420.00000                 370.00000                         0                   5.00000
                      482                  20.45979                         6                 228.97213                  23.91986                 331.02787                         1                  14.14214
                      483                  24.28590                         3                 252.12500                 285.89583                 335.69792                         0                  16.58312
                      484                  29.90266                         5                 301.76339                 366.68527                 347.34375                         0                  14.14214
                      485                   3.10175                         2                 370.00000                 370.00000                 320.00000                         0                   5.00000
                      486                  14.49241                         3                 360.58824                 302.69608                 336.47059                         0                  14.14214
                      487                   3.90796                         0                 410.00000                 232.50000                 375.00000                         0                   5.00000
                      488                   4.92373                         0                  97.50000                 196.25000                 341.25000                         0                   5.00000
                      489                  13.84853                         3                 155.61798                  13.48315                 348.87640                         1                  10.00000
                      490                   3.90796                         0                 150.00000                 362.50000                 355.00000                         0                   5.00000
                      491                  23.13608                         4                 184.77108                 218.08434                 349.60241                         0                  14.14214
                      492                  12.96328                         5                 432.19178                 292.87671                 345.13699                         0                  11.18034
                      493                   4.47350                         2                 486.66667                 213.33333                 346.66667                         0                   5.00000
                      494                  23.92644                         5                 481.99346                  42.67974                 339.86928                         1                  15.00000
                      495                   5.30392                         0                  10.00000                 141.00000                 351.00000                         0                   5.00000
                      496                  18.52395                         1                  45.72770                 485.42254                 340.89202                        -1                  10.00000
                      497                  20.96975                         3                 114.93528                 253.38188                 348.36570                         0                  15.00000
                      498                  20.50720                         9                 249.35986                 119.94810                 351.48789                         0                  15.00000
                      499                  26.17572                         6                 304.38436                 120.82363                 340.84027                         0                  18.02776
                      500                  25.52068                         5                 400.13465                 240.69120                 343.87792                         0                  12.24745
                      501                  21.81726                         5                 486.43678                 394.52586                 347.75862                         0                  15.00000
                      502                  13.74401                         3                  10.40230                  22.75862                 333.90805                         1                  14.14214
                      503                  21.05985                         8                 284.18530                  57.97125                 354.87220                         0                  15.00000
                      504                   5.93344                         0                 482.85714                  98.57143                 369.28571                         0                   5.00000
                      505                  17.80032                         4                  15.66138                  80.82011                 349.76190                         0                  12.24745
                      506                   3.10175                         1                  45.00000                  30.00000                 375.00000                         0                   5.00000
                      507                  22.68120                         7                 125.47315                 432.17391                 360.83120                         0                  11.18034
                      508                   5.93344                         1                 249.28571                 297.14286                 380.00000                         0                   5.00000
                      509                   4.47350                         1                  55.00000                 260.00000                 350.00000                         0                   5.00000
                      510                  10.60784                         4                 122.62500                 493.12500                 350.62500                        -1                  11.18034
                      511                  30.38434                         8                 142.85638                 313.37766                 366.40426                         0                  15.81139
                      512                   3.10175                         0                 185.00000                 180.00000                 390.00000                         0                   5.00000
                      513                  26.68826                         7                 342.23705                 270.07849                 366.78964                         0                  15.00000
                      514                  21.10461                         2                 345.84127                 223.25397                 354.93651                         0                  14.14214
                      515                  26.67429                         8                 396.30503                 363.18396                 368.00314                         0                  15.00000
                      516                   4.92373                         2                 440.00000                 381.25000                 353.75000                         0                   5.00000
                      517                   7.81593                         2                 475.00000                 152.18750                 364.06250                         0                   5.00000
                      518                  23.04279                         5                 487.68293                 438.37805                 356.23171                         0                  15.00000
                      519                  10.24176                         1                   7.63889                 193.88889                 355.27778                         0                  10.00000
                      520                  20.87887                         4                  22.16393                 345.75410                 370.54098                         0                  15.00000
                      521                  25.86722                         3                  28.77586                 303.16379                 354.38793                         0                  15.81139
                      522                  24.40339                         2                  76.10883                 105.44148                 363.12115                         0                  14.14214
                      523                  17.14889                         2                 125.29586                  75.50296                 357.63314                         0                  11.18034
                      524                  24.13316                         8                 140.38217                 178.13163                 361.61359                         0                  16.58312
                      525                  28.04284                         6                 191.57645                 145.15562                 364.24222                         0                  18.02776
                      526                  24.53629                         7                 219.39394                  86.66667                 364.03030                         0                  12.24745
                      527                  22.32767                         3                 253.75335                 485.92493                 355.37534                        -1                  18.02776
                      528                  27.97945                         6                 281.49864                 417.41144                 359.98638                         0                  17.32051
                      529                  14.95133                         3                 468.70536                  13.52679                 357.58929                         1                  11.18034
                      530                   6.45191                         0                   5.55556                 298.88889                 389.44444                         0                   5.00000
                      531                  19.03171                         5                 158.57143                 489.78355                 351.14719                        -1                  18.70829
                      532                   3.10175                         0                 210.00000                  30.00000                 365.00000                         0                   5.00000
                      533                  24.28590                         7                 229.75000                 345.53125                 369.15625                         0                  14.14214
                      534                  19.66922                         5                 350.50980                 487.94118                 361.52941                        -1                  15.00000
                      535                  25.16446                         3                 397.86517                  94.69101                 362.65918                         0                  14.14214
                      536                   7.81593                         2                 435.93750                  49.68750                 369.68750                         0                   7.07107
                      537                  11.35026                         2                 454.59184                  63.36735                 374.38776                         0                   8.66025
                      538                  22.26765                         6                 106.47297                  20.27027                 378.18919                         1                  12.24745
                      539                   9.30526                         3                  97.77778                 320.37037                 377.96296                         0                   7.07107
                      540                  23.51993                         4                  75.91743                 474.75917                 372.60321                        -1                  14.14214
                      541                  29.47381                         7                 200.77506                 393.00117                 392.37179                         0                  20.61553
                      542                   7.64958                         2                 344.66667                  62.33333                 385.33333                         0                   5.00000
                      543                   5.63626                         1                 500.00000                 327.50000                 357.50000                         0                   5.00000
                      544                  21.92125                         2                  27.45042                 266.13314                 380.46742                         0                  14.14214
                      545                  21.36927                         3                 298.44037                 258.02752                 386.43731                         0                  14.14214
                      546                   8.27672                         1                 387.63158                 289.21053                 377.63158                         0                   7.07107
                      547                  25.68758                         6                 433.89965                 123.89965                 382.82570                         0                  15.00000
                      548                  27.48803                         8                 449.82759                 321.19971                 378.23994                         0                  15.00000
                      549                  22.00374                         1                  24.56583                 427.49300                 387.88515                         0                  12.24745
                      550                  26.74401                         9                 137.38690                 483.24493                 397.31669                        -1                  18.02776
                      551                  24.73298                         3                 367.52465                 146.54832                 393.63905                         0                  12.24745
                      552                  21.98318                         4                 466.08146                 204.59270                 376.53090                         0                  11.18034
                      553                  19.03171                         3                  54.87013                 220.90909                 390.45455                         0                  12.24745
                      554                  21.92125                         6                 104.00850                 212.97450                 389.73088                         0                  11.18034
                      555                  17.38246                         2                 177.07386                 258.86364                 396.02273                         0                  10.00000
                      556                  22.98645                         7                 196.87961                 457.33415                 377.80098                         0                  15.00000
                      557                  19.61766                         4                 234.42688                 177.60870                 395.01976                         0                  14.14214
                      558                  18.10888                         5                 287.06030                 154.27136                 389.07035                         0                   8.66025
                      559                  20.94711                         3                 309.90260                 488.47403                 392.62987                        -1                  15.00000
                      560                  21.64878                         6                 401.36765                 448.86765                 398.91176                         0                  10.00000
                      561                  18.63919                         4                 390.59908                  61.54378                 395.82949                         0                  11.18034
                      562                  28.38028                         6                 470.75718                 406.66449                 390.75065                         0                  16.58312
                      563                   8.94700                         2                 493.95833                   7.91667                 396.25000                         1                  10.00000
                      564                  33.66026                         8                  55.62207                  72.41393                 405.16041                         0                  15.81139
                      565                  26.32010                         7                 156.40753                 125.48282                 400.05728                         0                  11.18034
                      566                   7.29326                         1                 231.92308                 138.46154                 418.84615                         0                   7.07107
                      567                  16.36991                         3                 256.59864                  15.17007                 387.07483                         1                  11.18034
                      568                  27.46167                        10                 301.67147                  79.14265                 385.94380                         0                  15.00000
                      569                  25.67250                         6                 358.48325                  20.87302                 403.43034                         1                  15.00000
                      570                   4.47350                         1                 398.33333                 208.33333                 395.00000                         0                   5.00000
                      571                  19.43504                         1                  19.12602                  13.27236                 402.92683                         1                  18.02776
                      572                  22.34761                         3                  15.40107                 158.83690                 401.53743                         0                  15.00000
                      573                  27.38230                         4                  86.94767                 401.15552                 401.01017                         0                  16.58312
                      574                  20.83314                         5                 187.16172                 327.35974                 405.28053                         0                  15.00000
                      575                   3.90796                         2                 285.00000                 395.00000                 417.50000                         0                   5.00000
                      576                  37.27838                        13                 426.78571                 260.03168                 415.12097                         0                  18.70829
                      577                   3.10175                         0                 500.00000                 425.00000                 425.00000                         0                   5.00000
                      578                  13.79647                         3                 492.55682                 357.32955                 404.77273                         0                  11.18034
                      579                   8.41945                         4                 132.75000                 440.00000                 410.75000                         0                   7.07107
                      580                  31.23314                        10                 243.90304                 410.20568                 411.19491                         0                  18.70829
                      581                   5.30392                         1                 244.00000                 231.00000                 390.00000                         0                   5.00000
                      582                  10.42802                         3                 365.26316                 229.34211                 404.21053                         0                   7.07107
                      583                  15.17059                         3                 354.82906                 445.59829                 424.40171                         0                   8.66025
                      584                  18.49492                         5                 479.74057                 294.26887                 423.11321                         0                  11.18034
                      585                  18.19942                         2                 489.87624                  57.22772                 392.20297                         0                  14.14214
                      586                  11.72389                         1                 492.12963                 241.20370                 403.42593                         0                   8.66025
                      587                  25.28950                         7                  88.81919                 153.19188                 415.35055                         0                  12.24745
                      588                   3.10175                         0                 140.00000                  60.00000                 425.00000                         0                   5.00000
                      589                  21.96257                         7                 262.47887                 107.14085                 410.15493                         0                  14.14214
                      590                  26.73009                         7                 332.24219                 300.92188                 415.28125                         0                  15.00000
                      591                   5.63626                         2                 413.33333                   5.83333                 416.66667                         1                   5.00000
                      592                   6.68252                         2                  32.50000                  45.50000                 440.50000                         0                   7.07107
                      593                  16.40694                         4                  63.04054                 259.69595                 406.01351                         0                  11.18034
                      594                   4.47350                         1                  33.33333                 120.00000                 416.66667                         0                   5.00000
                      595                  26.89612                         5                  55.52147                 336.74847                 423.50460                         0                  14.14214
                      596                   3.90796                         2                  92.50000                 380.00000                 445.00000                         0                   5.00000
                      597                  22.14663                         3                 263.65385                 485.85165                 401.09890                        -1                  18.70829
                      598                   5.63626                         3                 289.16667                 309.16667                 421.66667                         0                   5.00000
                      599                  28.87786                         7                 347.87485                 106.73482                 418.41388                         0                  16.58312
                      600                   7.97548                         2                 405.00000                 399.70588                 443.52941                         0                   7.07107
                      601                  18.61051                         1                  28.77315                 494.21296                 424.49074                        -1                  12.24745
                      602                   7.10124                         2                 101.66667                 181.25000                 440.00000                         0                   5.00000
                      603                  28.18129                         3                 147.12667                 342.24000                 421.92667                         0                  17.32051
                      604                  28.03018                         5                 202.83875                  24.26152                 430.73171                         1                  14.14214
                      605                  28.50325                         5                 396.25000                 353.59536                 417.92526                         0                  15.00000
                      606                   3.10175                         2                 415.00000                 115.00000                 435.00000                         0                   5.00000
                      607                   4.47350                         3                 430.00000                 223.33333                 458.33333                         0                   5.00000
                      608                  19.32913                         1                 472.78926                 491.17769                 414.48347                        -1                  16.58312
                      609                  10.95027                         1                  10.11364                 246.13636                 447.04545                         0                  11.18034
                      610                  24.74923                        11                 119.46850                 261.89961                 430.76772                         0                  14.14214
                      611                  25.53594                         5                 190.62724                 203.55735                 422.62545                         0                  12.24745
                      612                  24.92659                         6                 295.71291                 203.58382                 433.22736                         0                  14.14214
                      613                  22.36751                         6                 299.14667                 363.72000                 418.88000                         0                  12.24745
                      614                   7.29326                         2                 416.92308                 298.46154                 452.30769                         0                   7.07107
                      615                   9.52957                         3                 107.58621                 312.58621                 458.27586                         0                   7.07107
                      616                  28.11853                         9                 303.51678                 428.64430                 428.51678                         0                  15.00000
                      617                  25.95611                         6                 484.04437                  45.21331                 448.66041                         1                  15.00000
                      618                  30.77788                         3                 455.98772                 146.63767                 428.28557                         0                  17.32051
                      619                   5.30392                         1                 500.00000                 148.00000                 435.00000                         0                   5.00000
                      620                  20.71791                         8                  57.51678                  15.82215                 439.46309                         1                  16.58312
                      621                  20.92441                         8                  90.74919                 433.69707                 434.72313                         0                  12.24745
                      622                   7.47566                         2                 143.57143                 293.21429                 457.14286                         0                   5.00000
                      623                  18.55290                         6                 173.78505                 421.14486                 435.35047                         0                  11.18034
                      624                  13.74401                         1                 355.45977                  58.21839                 470.00000                         0                   8.66025
                      625                  24.58576                         4                 383.60442                 488.03213                 434.58835                        -1                  14.14214
                      626                  16.83890                         4                 397.03125                  14.21875                 431.53125                         1                  14.14214
                      627                  25.32057                         5                 483.69485                 198.96140                 432.43566                         0                  18.70829
                      628                   7.10124                         1                  40.83333                 160.00000                 430.41667                         0                   7.07107
                      629                  14.30043                         3                 138.62245                 124.89796                 441.93878                         0                  11.18034
                      630                  29.38192                        12                 231.21765                 338.25294                 435.02941                         0                  15.00000
                      631                  25.83746                         5                  16.95502                 202.65571                 441.35813                         0                  18.02776
                      632                   3.90796                         0                 182.50000                  67.50000                 437.50000                         0                   5.00000
                      633                  25.73273                        11                 265.20140                 259.13310                 446.82137                         0                  12.24745
                      634                  15.34154                         5                 113.01653                 210.41322                 438.18182                         0                  11.18034
                      635                  27.23558                        12                 127.34121                 429.25406                 464.46824                         0                  15.00000
                      636                  15.71285                         3                 195.00000                 467.11538                 432.19231                         0                  12.24745
                      637                  21.77538                        10                 201.35838                 284.72543                 452.38439                         0                  14.14214
                      638                  26.96470                         6                 342.15373                 160.72298                 448.63775                         0                  15.00000
                      639                  26.37741                         6                 447.21138                 431.39024                 446.57724                         0                  15.00000
                      640                   5.93344                         1                 466.42857                 406.42857                 488.57143                         0                   5.00000
                      641                  21.01490                         7                 127.00965                 491.60772                 445.33762                        -1                  16.58312
                      642                  24.73298                         7                 255.70020                  56.39053                 455.22682                         0                  15.00000
                      643                  22.08562                         8                 317.92244                  95.31856                 457.14681                         0                  12.24745
                      644                  15.83280                         4                 458.64662                 495.41353                 459.13534                        -1                  11.18034
                      645                  27.77465                         5                  39.70752                 281.14903                 470.43872                         0                  15.00000
                      646                  28.53993                         7                  69.21694                 201.46983                 462.79846                         0                  14.14214
                      647                  22.87294                         5                 132.36908                  23.32918                 464.76309                         1                  11.18034
                      648                  22.62304                         7                 168.73711                 477.97680                 451.68814                        -1                  15.81139
                      649                  23.90905                         6                 203.70087                 395.78603                 452.39083                         0                  16.58312
                      650                   6.89824                         0                 301.36364                 346.81818                 468.18182                         0                   5.00000
                      651                   4.47350                         2                 346.66667                 210.00000                 436.66667                         0                   5.00000
                      652                   7.64958                         1                 498.66667                 251.33333                 456.00000                         0                   7.07107
                      653                  20.24365                         3                  22.98561                 436.27698                 458.32734                         0                  14.14214
                      654                   3.90796                         3                 287.50000                 300.00000                 482.50000                         0                   5.00000
                      655                  32.41174                         9                 378.92638                 335.96845                 465.30675                         0                  18.70829
                      656                  24.74923                         6                 380.99409                 101.85039                 468.10039                         0                  15.00000
                      657                  27.42204                         7                 403.61071                 182.85094                 477.52533                         0                  15.00000
                      658                   7.47566                         3                  14.64286                  24.64286                 461.78571                         1                   7.07107
                      659                  26.70222                         8                  47.60188                  75.72100                 467.57837                         0                  12.24745
                      660                   6.68252                         0                  33.00000                 374.00000                 458.00000                         0                   5.00000
                      661                  23.21018                         4                 140.81146                 100.38186                 468.48449                         0                  14.14214
                      662                  15.03980                         2                 172.19298                 174.78070                 464.34211                         0                  11.18034
                      663                  22.92983                         5                 268.24257                 464.77723                 476.54703                        -1                  15.00000
                      664                   3.90796                         2                 387.50000                 217.50000                 460.00000                         0                   5.00000
                      665                  15.67246                         5                 487.79070                 299.30233                 471.27907                         0                  11.18034
                      666                  17.18265                         3                 488.85294                 346.14706                 458.52941                         0                  11.18034
                      667                  23.71608                         4                 100.54810                  68.04251                 470.55928                         0                  14.14214
                      668                   4.47350                         2                 203.33333                 455.00000                 480.00000                         0                   5.00000
                      669                  22.98645                         3                 298.56265                  15.45455                 474.85258                         1                  18.02776
                      670                   9.18893                         1                 361.53846                 157.30769                 493.26923                         0                  10.00000
                      671                   8.82097                         1                 395.43478                 455.65217                 464.56522                         0                   7.07107
                      672                  14.81663                         1                 489.17431                 375.36697                 492.24771                         0                  14.14214
                      673                  24.84629                         2                  25.70039                 126.59533                 477.83074                         0                  15.00000
                      674                   9.94898                         1                  80.00000                   6.81818                 494.69697                         1                  10.00000
                      675                   3.90796                         2                  95.00000                 287.50000                 470.00000                         0                   5.00000
                      676                  21.45605                         7                  73.47432                 407.09970                 489.75831                         0                  18.02776
                      677                   5.63626                         2                 102.50000                 305.00000                 475.83333                         0                   5.00000
                      678                   3.10175                         1                 155.00000                 450.00000                 495.00000                         0                   5.00000
                      679                  27.85180                         5                 246.88536                 419.95856                 469.93785                         0                  16.58312
                      680                   7.29326                         3                 314.61538                 136.15385                 495.38462                         0                   5.00000
                      681                  22.62304                         3                 320.59278                 302.53866                 477.98969                         0                  15.00000
                      682                   3.10175                         1                 330.00000                 350.00000                 480.00000                         0                   5.00000
                      683                  26.93731                         5                 331.37405                 401.16794                 482.60305                         0                  18.02776
                      684                   4.92373                         1                 495.00000                 168.75000                 500.00000                         0                   5.00000
                      685                   8.55750                         2                  68.09524                 122.85714                 476.19048                         0                   7.07107
                      686                  19.77154                         3                  80.84942                 487.83784                 478.30116                        -1                  12.24745
                      687                  23.48391                         7                 167.32719                 275.09217                 480.92166                         0                  14.14214
                      688                  19.05913                         3                 193.27586                 119.26724                 478.23276                         0                  11.18034
                      689                  16.48052                         4                 202.06667                 483.66667                 481.40000                        -1                  11.18034
                      690                   7.47566                         2                 250.35714                  90.71429                 491.07143                         0                   7.07107
                      691                  16.06739                         2                 241.33094                 170.50360                 472.44604                         0                   8.66025
